id,value
Enzymes and Coenzymes.Enzymes.DNA Repair Enzymes.DNA Glycosylases.Thymine DNA Glycosylase,D08.811.074.249.750
Enzymes and Coenzymes.Enzymes.DNA Repair Enzymes.DNA Glycosylases.Uracil-DNA Glycosidase,D08.811.074.249.875
Enzymes and Coenzymes.Enzymes.DNA Repair Enzymes.DNA Ligases,D08.811.074.500
Enzymes and Coenzymes.Enzymes.DNA Repair Enzymes.DNA Ligases.DNA Ligase ATP,D08.811.074.500.500
Enzymes and Coenzymes.Enzymes.DNA Repair Enzymes.DNA-(Apurinic or Apyrimidinic Site) Lyase,D08.811.074.750
Enzymes and Coenzymes.Enzymes.DNA Repair Enzymes.MutL Proteins,D08.811.074.766
Enzymes and Coenzymes.Enzymes.DNA Repair Enzymes.MutL Proteins.Mismatch Repair Endonuclease PMS2,D08.811.074.766.250
Enzymes and Coenzymes.Enzymes.DNA Repair Enzymes.MutL Proteins.MutL Protein Homolog 1,D08.811.074.766.500
Enzymes and Coenzymes.Enzymes.DNA Repair Enzymes.MutS Proteins,D08.811.074.844
Enzymes and Coenzymes.Enzymes.DNA Repair Enzymes.MutS Proteins.MutS DNA Mismatch-Binding Protein,D08.811.074.844.500
Enzymes and Coenzymes.Enzymes.DNA Repair Enzymes.MutS Proteins.MutS Homolog 2 Protein,D08.811.074.844.750
Enzymes and Coenzymes.Enzymes.DNA Repair Enzymes.Polynucleotide 5'-Hydroxyl-Kinase,D08.811.074.875
Enzymes and Coenzymes.Enzymes.DNA Restriction-Modification Enzymes,D08.811.150
Enzymes and Coenzymes.Enzymes.DNA Restriction-Modification Enzymes.DNA Modification Methylases,D08.811.150.240
Enzymes and Coenzymes.Enzymes.DNA Restriction-Modification Enzymes.DNA Restriction Enzymes,D08.811.150.280
"Enzymes and Coenzymes.Enzymes.DNA Restriction-Modification Enzymes.DNA Restriction Enzymes.Deoxyribonucleases, Type I Site-Specific",D08.811.150.280.250
"Enzymes and Coenzymes.Enzymes.DNA Restriction-Modification Enzymes.DNA Restriction Enzymes.Deoxyribonucleases, Type II Site-Specific",D08.811.150.280.260
"Enzymes and Coenzymes.Enzymes.DNA Restriction-Modification Enzymes.DNA Restriction Enzymes.Deoxyribonucleases, Type II Site-Specific.Deoxyribonuclease BamHI",D08.811.150.280.260.240
"Enzymes and Coenzymes.Enzymes.DNA Restriction-Modification Enzymes.DNA Restriction Enzymes.Deoxyribonucleases, Type II Site-Specific.Deoxyribonuclease EcoRI",D08.811.150.280.260.300
"Enzymes and Coenzymes.Enzymes.DNA Restriction-Modification Enzymes.DNA Restriction Enzymes.Deoxyribonucleases, Type II Site-Specific.Deoxyribonuclease HindIII",D08.811.150.280.260.400
"Enzymes and Coenzymes.Enzymes.DNA Restriction-Modification Enzymes.DNA Restriction Enzymes.Deoxyribonucleases, Type II Site-Specific.Deoxyribonuclease HpaII",D08.811.150.280.260.420
"Enzymes and Coenzymes.Enzymes.DNA Restriction-Modification Enzymes.DNA Restriction Enzymes.Deoxyribonucleases, Type III Site-Specific",D08.811.150.280.270
"Enzymes and Coenzymes.Enzymes.DNA, Catalytic",D08.811.165
"Enzymes and Coenzymes.Enzymes.Enzymes, Immobilized",D08.811.180
Enzymes and Coenzymes.Enzymes.Holoenzymes,D08.811.255
Enzymes and Coenzymes.Enzymes.Holoenzymes.Apoenzymes,D08.811.255.500
Enzymes and Coenzymes.Enzymes.Hydrolases,D08.811.277
Enzymes and Coenzymes.Enzymes.Hydrolases.Acid Anhydride Hydrolases,D08.811.277.040
Enzymes and Coenzymes.Enzymes.Hydrolases.Acid Anhydride Hydrolases.AAA Proteins,D08.811.277.040.013
Enzymes and Coenzymes.Enzymes.Hydrolases.Acid Anhydride Hydrolases.AAA Proteins.ATPases Associated with Diverse Cellular Activities,D08.811.277.040.013.500
Enzymes and Coenzymes.Enzymes.Hydrolases.Acid Anhydride Hydrolases.AAA Proteins.ATPases Associated with Diverse Cellular Activities.ATP-Dependent Proteases,D08.811.277.040.013.500.032
Enzymes and Coenzymes.Enzymes.Hydrolases.Acid Anhydride Hydrolases.AAA Proteins.ATPases Associated with Diverse Cellular Activities.ATP-Dependent Proteases.ATP-Dependent Endopeptidases,D08.811.277.040.013.500.032.099
Enzymes and Coenzymes.Enzymes.Hydrolases.Acid Anhydride Hydrolases.AAA Proteins.ATPases Associated with Diverse Cellular Activities.ATP-Dependent Proteases.ATP-Dependent Endopeptidases.Endopeptidase Clp,D08.811.277.040.013.500.032.099.500
Enzymes and Coenzymes.Enzymes.Hydrolases.Acid Anhydride Hydrolases.AAA Proteins.ATPases Associated with Diverse Cellular Activities.ATP-Dependent Proteases.ATP-Dependent Endopeptidases.Protease La,D08.811.277.040.013.500.032.099.750
Enzymes and Coenzymes.Enzymes.Hydrolases.Acid Anhydride Hydrolases.AAA Proteins.ATPases Associated with Diverse Cellular Activities.Dyneins,D08.811.277.040.013.500.063
Enzymes and Coenzymes.Enzymes.Hydrolases.Acid Anhydride Hydrolases.AAA Proteins.ATPases Associated with Diverse Cellular Activities.Katanin,D08.811.277.040.013.500.250
Enzymes and Coenzymes.Enzymes.Hydrolases.Acid Anhydride Hydrolases.AAA Proteins.ATPases Associated with Diverse Cellular Activities.N-Ethylmaleimide-Sensitive Proteins,D08.811.277.040.013.500.375
Enzymes and Coenzymes.Enzymes.Hydrolases.Acid Anhydride Hydrolases.AAA Proteins.ATPases Associated with Diverse Cellular Activities.Replication Protein C,D08.811.277.040.013.500.438
Enzymes and Coenzymes.Enzymes.Hydrolases.Acid Anhydride Hydrolases.AAA Proteins.ATPases Associated with Diverse Cellular Activities.Spastin,D08.811.277.040.013.500.500
