id,value
Organic Chemicals.Alcohols.Fatty Alcohols.Butanols.1-Butanol,D02.033.415.110.175
Organic Chemicals.Alcohols.Fatty Alcohols.Butanols.Chlorobutanol,D02.033.415.110.220
Organic Chemicals.Alcohols.Fatty Alcohols.Butanols.tert-Butyl Alcohol,D02.033.415.110.855
Organic Chemicals.Alcohols.Fatty Alcohols.Dodecanol,D02.033.415.220
Organic Chemicals.Alcohols.Fatty Alcohols.Dodecanol.Sodium Dodecyl Sulfate,D02.033.415.220.720
Organic Chemicals.Alcohols.Fatty Alcohols.Dolichol,D02.033.415.230
Organic Chemicals.Alcohols.Fatty Alcohols.Dolichol.Dolichol Phosphates,D02.033.415.230.250
Organic Chemicals.Alcohols.Fatty Alcohols.Farnesol,D02.033.415.400
Organic Chemicals.Alcohols.Fatty Alcohols.Heptanol,D02.033.415.500
Organic Chemicals.Alcohols.Fatty Alcohols.Hexanols,D02.033.415.510
Organic Chemicals.Alcohols.Fatty Alcohols.Hexanols.Cyclohexanols,D02.033.415.510.500
Organic Chemicals.Alcohols.Fatty Alcohols.Hexanols.Cyclohexanols.Desvenlafaxine Succinate,D02.033.415.510.500.303
Organic Chemicals.Alcohols.Fatty Alcohols.Hexanols.Cyclohexanols.Menthol,D02.033.415.510.500.605
Organic Chemicals.Alcohols.Fatty Alcohols.Hexanols.Cyclohexanols.Tramadol,D02.033.415.510.500.802
Organic Chemicals.Alcohols.Fatty Alcohols.Hexanols.Cyclohexanols.Venlafaxine Hydrochloride,D02.033.415.510.500.901
Organic Chemicals.Alcohols.Fatty Alcohols.Octanols,D02.033.415.600
Organic Chemicals.Alcohols.Fatty Alcohols.Octanols.1-Octanol,D02.033.415.600.600
Organic Chemicals.Alcohols.Fatty Alcohols.Pentanols,D02.033.415.640
Organic Chemicals.Alcohols.Fatty Alcohols.Sodium Tetradecyl Sulfate,D02.033.415.900
Organic Chemicals.Alcohols.Glycols,D02.033.455
Organic Chemicals.Alcohols.Glycols.Butylene Glycols,D02.033.455.125
Organic Chemicals.Alcohols.Glycols.Butylene Glycols.Busulfan,D02.033.455.125.125
Organic Chemicals.Alcohols.Glycols.Ethylene Glycols,D02.033.455.250
Organic Chemicals.Alcohols.Glycols.Ethylene Glycols.Chloral Hydrate,D02.033.455.250.130
Organic Chemicals.Alcohols.Glycols.Ethylene Glycols.Chloral Hydrate.Chloralose,D02.033.455.250.130.150
Organic Chemicals.Alcohols.Glycols.Ethylene Glycols.Ethylene Glycol,D02.033.455.250.268
Organic Chemicals.Alcohols.Glycols.Ethylene Glycols.Methoxyhydroxyphenylglycol,D02.033.455.250.610
Organic Chemicals.Alcohols.Glycols.Ethylene Glycols.Polyethylene Glycols,D02.033.455.250.700
Organic Chemicals.Alcohols.Glycols.Ethylene Glycols.Polyethylene Glycols.Cetomacrogol,D02.033.455.250.700.150
"Organic Chemicals.Alcohols.Glycols.Ethylene Glycols.Polyethylene Glycols.Hydrogel, Polyethylene Glycol Dimethacrylate",D02.033.455.250.700.485
Organic Chemicals.Alcohols.Glycols.Ethylene Glycols.Polyethylene Glycols.Nonoxynol,D02.033.455.250.700.620
Organic Chemicals.Alcohols.Glycols.Ethylene Glycols.Polyethylene Glycols.Octoxynol,D02.033.455.250.700.660
Organic Chemicals.Alcohols.Glycols.Ethylene Glycols.Polyethylene Glycols.Poloxalene,D02.033.455.250.700.680
Organic Chemicals.Alcohols.Glycols.Ethylene Glycols.Polyethylene Glycols.Poloxamer,D02.033.455.250.700.682
Organic Chemicals.Alcohols.Glycols.Ethylene Glycols.Polyethylene Glycols.Polyhydroxyethyl Methacrylate,D02.033.455.250.700.685
Organic Chemicals.Alcohols.Glycols.Ethylene Glycols.Polyethylene Glycols.Polysorbates,D02.033.455.250.700.690
Organic Chemicals.Alcohols.Glycols.Propylene Glycols,D02.033.455.706
Organic Chemicals.Alcohols.Glycols.Propylene Glycols.alpha-Chlorohydrin,D02.033.455.706.100
