id,value
"Nucleic Acids, Nucleotides, and Nucleosides.Nucleosides.Deoxyribonucleosides.Deoxycytidine.Zalcitabine",D13.570.230.329.950
"Nucleic Acids, Nucleotides, and Nucleosides.Nucleosides.Deoxyribonucleosides.Deoxycytidine.Zalcitabine.Lamivudine",D13.570.230.329.950.500
"Nucleic Acids, Nucleotides, and Nucleosides.Nucleosides.Deoxyribonucleosides.Deoxyguanosine",D13.570.230.360
"Nucleic Acids, Nucleotides, and Nucleosides.Nucleosides.Deoxyribonucleosides.Deoxyuridine",D13.570.230.430
"Nucleic Acids, Nucleotides, and Nucleosides.Nucleosides.Deoxyribonucleosides.Deoxyuridine.Bromodeoxyuridine",D13.570.230.430.196
"Nucleic Acids, Nucleotides, and Nucleosides.Nucleosides.Deoxyribonucleosides.Deoxyuridine.Floxuridine",D13.570.230.430.432
"Nucleic Acids, Nucleotides, and Nucleosides.Nucleosides.Deoxyribonucleosides.Deoxyuridine.Idoxuridine",D13.570.230.430.609
"Nucleic Acids, Nucleotides, and Nucleosides.Nucleosides.Deoxyribonucleosides.Dideoxynucleosides",D13.570.230.500
"Nucleic Acids, Nucleotides, and Nucleosides.Nucleosides.Deoxyribonucleosides.Dideoxynucleosides.Didanosine",D13.570.230.500.090
"Nucleic Acids, Nucleotides, and Nucleosides.Nucleosides.Deoxyribonucleosides.Dideoxynucleosides.Dideoxyadenosine",D13.570.230.500.105
"Nucleic Acids, Nucleotides, and Nucleosides.Nucleosides.Deoxyribonucleosides.Dideoxynucleosides.Stavudine",D13.570.230.500.850
"Nucleic Acids, Nucleotides, and Nucleosides.Nucleosides.Deoxyribonucleosides.Dideoxynucleosides.Zalcitabine",D13.570.230.500.925
"Nucleic Acids, Nucleotides, and Nucleosides.Nucleosides.Deoxyribonucleosides.Dideoxynucleosides.Zalcitabine.Lamivudine",D13.570.230.500.925.500
"Nucleic Acids, Nucleotides, and Nucleosides.Nucleosides.Deoxyribonucleosides.Dideoxynucleosides.Zidovudine",D13.570.230.500.950
"Nucleic Acids, Nucleotides, and Nucleosides.Nucleosides.Deoxyribonucleosides.Pentostatin",D13.570.230.677
