id,value
"Biological Factors.Antigens.Antigens, Surface.Cell Adhesion Molecules.Receptors, Lymphocyte Homing.Lymphocyte Function-Associated Antigen-1",D23.050.301.350.625.550
"Biological Factors.Antigens.Antigens, Surface.Cell Adhesion Molecules.Receptors, Lymphocyte Homing.L-Selectin",D23.050.301.350.625.903
"Biological Factors.Antigens.Antigens, Surface.Cell Adhesion Molecules.Selectins",D23.050.301.350.700
"Biological Factors.Antigens.Antigens, Surface.Cell Adhesion Molecules.Selectins.E-Selectin",D23.050.301.350.700.300
"Biological Factors.Antigens.Antigens, Surface.Cell Adhesion Molecules.Selectins.L-Selectin",D23.050.301.350.700.510
"Biological Factors.Antigens.Antigens, Surface.Cell Adhesion Molecules.Selectins.P-Selectin",D23.050.301.350.700.775
"Biological Factors.Antigens.Antigens, Surface.Cell Adhesion Molecules.Sialic Acid Binding Ig-like Lectin 2",D23.050.301.350.720
"Biological Factors.Antigens.Antigens, Surface.Cell Adhesion Molecules.Vascular Cell Adhesion Molecule-1",D23.050.301.350.920
"Biological Factors.Antigens.Antigens, Surface.Histocompatibility Antigens",D23.050.301.500
"Biological Factors.Antigens.Antigens, Surface.Histocompatibility Antigens.Histocompatibility Antigens Class I",D23.050.301.500.100
"Biological Factors.Antigens.Antigens, Surface.Histocompatibility Antigens.Histocompatibility Antigens Class I.H-2 Antigens",D23.050.301.500.100.350
"Biological Factors.Antigens.Antigens, Surface.Histocompatibility Antigens.Histocompatibility Antigens Class I.Hemochromatosis Protein",D23.050.301.500.100.363
"Biological Factors.Antigens.Antigens, Surface.Histocompatibility Antigens.Histocompatibility Antigens Class I.Histocompatibility Antigen H-2D",D23.050.301.500.100.375
"Biological Factors.Antigens.Antigens, Surface.Histocompatibility Antigens.Histocompatibility Antigens Class I.HLA-A Antigens",D23.050.301.500.100.400
"Biological Factors.Antigens.Antigens, Surface.Histocompatibility Antigens.Histocompatibility Antigens Class I.HLA-A Antigens.HLA-A1 Antigen",D23.050.301.500.100.400.010
